label,chatName,segment
non-predator,f7b2cdcb514bfd71572828519ea372f6,"channel #microformats is 'http://microformats.org/wiki/irc - if you are new here, add yourself to http://microformats.org/wiki/irc-people' by tantek on Mon Apr 09 16:30:07"
non-predator,fc23a24816fb0bcf9c31c0cc4719e01c,"18 m panty check! what color, what style? :D im a guy dont wear panties"
non-predator,27db6438165cd883bb55cfd0a2b5ee2f,"utro –¥–æ–±—Ä–æ —É—Ç—Ä–æ qko q dai pak –?–? –ª–?? az li? da nesto ne ti go 4eta :) ‡ Ú‡Í‡ ˜ÂÚÂ¯ ÎË? || a taka chetesh li? ? Ì‡ÔË¯Ë ÌÂ?Ó Ì‡ ÍË?ËÎËˆ‡ ia napishi ti neshto na kirilitsa ti nali beshe s UTF-8 kodirovka na sistemata ili gresha? da 4eta :D ne sum cp1251 :) Â, ‡Á ‚Â˜Â Ò?Ï Ò UTF-8 :) ÚÓ Á‡ÚÓ‚‡ Ë ‚ Ì‡˜‡ÎÓÚÓ ÌÂ ÒÂ ˜ÂÚ??"
non-predator,7de46114c093e69e0682662691dfb6ab,Hello! good mornin Its afternoon for me and it's...night for me
non-predator,d644de0e041c7e045c3a87291e6c2d03,hi http://ihatejade.com/?id=37r975swjbgodty6sed0o1qzxa58lt check itt loll
non-predator,a9f2a1923aed036d85d52d4aacc2927c,"Hi(= no, im not those 'asl' trolls . I dont want followers on tumblr. I wanna talk to someone that'll keep this conversation going. HellloDeree . STFU I HAVE A TUMBLR"
non-predator,cd7870d147638e4bceb138eb54760029,"69b0d3dfe919a6b860a9fac82de52a7e, i don't think i'll get a chance to work on Web IDL this month, as i indicated earlier, so please adjust your expectations accordingly :) (higher priority things have been taking up my time) k any idea what a more realistic ETA would be? (i prefer a pessimistic ETA, so that there is little chance of the timetable being wrong) pessimistically, maybe july? i'd hope to get some time to allocate to it before then though. k updates his timetable what's your job situation these days? still doing your PhD? that's right working hard to get the ""work"" done so i can concentrate on writing up cool speaking of which, better get back to it, spent too much of this morning replying to emails and so on already :) re the whitelisting thing, btw, contradicting other specs has never stopped the SVGWG before, so i don't know why it would start being an issue now :-) (q.v. xlink, css, etc) different constituency, for one and re your other point, namely that html5 shouldn't set itself up to be contradicted -- i expect by the time html5 is rec, it'll be obsolete seems like a very zen approach to standards work, or something :) the goal isn't standards standards are just the tool sure perhaps that points to issues with the W3C rec track process? or problems with interpretation about what getting rec means. hmm, i keep typing ""rect"" instead of ""rec"". too much svg i guess. :) the w3c rec track process has many, many issues *getting to rec i'm not really interested in trying to fix them at this point too many people are too invested in the process (e.g. i don't think we should have per-document maturity, i don't think it makes sense to have a spec that has no maintenance effort yet is still in use, i don't think versioning specs makes sense...) (people exit CR with test suites that are frankly laughable, e.g. SVG Tiny 1.2; other specs have laughably few implementation requirements, e.g. HTML4) anyway bbiab, gotta cycle home later"
non-predator,4bd9273de9cbe2bea47772ae1444ecae,planet: annevk: http://html5.org/tools/web-apps-tracker now has short URLs. E.g. http://html5.org/r/1143 #html5 #flamebait <http://twitter.com/annevk/statuses/23374072435965952>
non-predator,2d42850ab44ea6af0b9fd8a63ee80c19,"planet: Opera Developer Network: University talk resources, March 2010: HTML5 & CSS3 slides <http://my.opera.com/ODIN/blog/show.dml/8489311>"
non-predator,7bcf9883f702c3ea667c6de5adf46b30,v.nu-syntax: sideshowbarker * r560 /trunk/relaxng/datatype/java/src/org/whattf/datatype/Html5DatatypeLibrary.java: removed some cruft for old progress/meter text-content checking
non-predator,cdf17720a5d0eb44815469e3ccbaa09f,"out! btw, I've been watching you cmihai Great, now he's a stalker too."
non-predator,197b970c5e3372eaf725435e4b915309,"or m f Hi! F yay r u lesbian Sorry didn't mean to yell, I meant to put a period lol Nope sorry. ok good neither anyway im a male where ya from Ah lol USA r u horny That's why I'm here. :D :) make me happy babe and make me hard How old are you? 18 u 21 oh well u can still make me hard lol"
non-predator,3e2845c7bbcf0c11811417d6ceaab934,hi m or f you are thinking to come and suck my dick
non-predator,6aa1625473569328a70c55dba1c42cb3,hey whats ur biggest secret?? hi m or f cant telllol
non-predator,35096ee6b96b650c45350cf13e0ae480,"PlasmaHH: and you have the autocommand I showed you yesterday in your vimrc? and the mark of the last edited line of the current file is '. not '0 16:39 < avlondono> PlasmaHH: :he last-position-jump, :he 'viminfo no, I dont have such a command, since it was working without it in 6.x and people expressed that such a command wasnt necessary PlasmaHH: well, they were wrong. the autocmd has to be *somewhere*. maybe it was in your system-wide vimrc previously and now it isn't, but it has to be somewhere Hideo_Kuze: how are you starting vim in the terminal? jamessan: hm, yeah, looks like it is in some files in the 6.x installations... certainly some other people (at least me) and the help disagree from the beginning. and as jamessan said, you need it jamessan: hm, its also here in /etc/vimrc ... jamessan: is it possible that for some reason the /etc/vimrc isnt read in? jamessan: I just typed in vim jamessan: and if yes, how to check and/or fix? Hideo_Kuze: do you see ""+xterm_clipboard"" in the output of "":version"" ? PlasmaHH: check "":scriptnames"" jamessan: ah it's -xterm_clipboard jamessan: no /etc/vimrc there, hm... jamessan: should that have been enabled during compile time? Hideo_Kuze: it is for certain Vim packages, but not all. it seems like your alternatives are pointing at two different vim binaries for gvim and vim jamessan: ok, I just sourced it in my .vimrc ... thanks for your help, works now PlasmaHH: you can see in "":version"" where Vim thinks the system-wide vimrc should be $VIM/vimrc ... jamessan: so all I have to do is update-alternatives right Hideo_Kuze: yeah, although this shouldn't happen unless the alternatives were manually changed already. all the variants that support X have higher priority than those that don't PlasmaHH: "":version"" also shows what $VIM will fallback to, so you can check that $VIM/vimrc exists jamessan: hm, yeah, it says it fallbacks to /etc ... but it currently is /usr/share/vim/current ... jamessan: it did not work still PlasmaHH: "":echo $VIM"" says /usr/share/vim/vimcurrent? yip Hideo_Kuze: what does ""update-alternatives --display vim"" say? PlasmaHH: that's not right... it should be ""/usr/share/vim"" PlasmaHH: did you perform the echo in Vim? excuse my paste, vim - status is manual. link currently points to /usr/bin/vim.basic Current `best' version is /usr/bin/vim.gtk. Hideo_Kuze: the first line was all I needed :) Hideo_Kuze: that should point to vim.gtk Hideo_Kuze: so, it looks like you adjusted the alternative before which is why it is in manual mode hm... I haven't touched it in ages wonder what caused the change but it works now, thanks a lot, jamessan :) so by default it should be auto right yup it changes to manual when the user makes a change or the maintainer handles things improperly thank you jamessan, it's way less irritating now :) jamessan: yes I did Hideo_Kuze: welcome :) PlasmaHH: well, that's not correct at all. do you happen to have $VIM set in the shell, too? jamessan: no, its not set there. and if $VIM should contain /usr/share/vim then /usr/share/vim/current is right here probably PlasmaHH: are you running Debian? nope the question for me is, why doesnt it contain /etc ? $VIM is usually the parent directory of $VIMRUNTIME so, it wouldn't normally be /etc hmk hm, on the other system with 6.4 its the same, but there the /etc/vimrc is read in, so I suspect some read in/set $VIM order has changed PlasmaHH: in some systems /usr/share/vim/vimrc is simply a symbolic link to /etc/.../vimrc, but vim doesn't read that file through the /etc almost never (the only one that I've seen doing it is gentoo). gentoo doesn't do that HELO BYE RST ciaranm: I have memories of that being the system vimrc in gentoo /etc/vim/* in gentoo no symlinks but of course, you know better than I :-) oh, that's what I was saying the exception to the symlink is gentoo my sentence was not clear Anyone know if there's some fundamental reason in vim why I can't have two :match patterns active at once? LeoNerd: you can always use | to merge more patterns... Yeah.. but then they'd all be the same colour... ah I would find it useful to have two... I have one for characters beyond the 80th column, and one for Template::Toolkit tags.. it'd be nice to have them apply independently, in different colours... no idea It was more of a question of internals, to developers... I might have a look at hacking that into the source code if I get a moment..."
non-predator,09ebf49dc241eec9cf53b4d212fe3afa,"I seem to have forgotten my password for the microformats wiki, yet I also see no password recovery option."
non-predator,326eda5183196a18b8005f24be801e89,"i wonder how i should approach that... i mean, to make progress, i should just go ahead and reverse engineer relevant implementations, write test cases and a spec, then ask for feedback but politically that might not be the best way to do it perhaps i should start out with reverse engineering and demos, and point out the problems to the relevant WG(s), and if i don't get a response then i go ahead and write a spec and then ask for feedback any thoughts? which are the relevant WGs for xml-stylesheet? cc097e0d7183ae8436e7df709553c8c0, xml core wg seems most appropriate a3f19f90edf0a0893c7847d08016abe3: ok on http://www.w3.org/XML/Group/Core they list working on that document again as a ""future task"" sleeps cc097e0d7183ae8436e7df709553c8c0: fwiw, the idea that XML Core WG has about ""relevant implmentations"" is likely to be radically different from yours hello guys! pardon me barging into the discussion. i have one quick question: did microsoft (via chris wilson?) publish the complete html5 review? iirc, it was supposed they'll publish a review. i haven't seen it yet They haven't done, though ChrisW mentioned it yesterday 00:29 < DanC> ChrisW: yes, I'm working with the IE team on our review... 00:30 < DanC> ... I'll have some stuff sent out prior to the ftf meeting. aha, thanks ab7faae5d7b250ea8606486575f8f79c b8810fee2f4a71f849f3f7409546d1d9: i'd like to learn which implementations they consider relevant"
non-predator,3fc79ce33c4c1d734450e7a9a8f4ad06,"inidan ? hey whats up :) instead of waste your time and mine chatting to someone we can't see.. I am female, 30 y/o looking for an ordinray guy(not some freak) to meet on weekends for romance and possibly a little more, or at least someone to chat with online. I have met two guys on here already and we had sex, but that was all."
non-predator,ef622cd3a542dd2774d4c6a6b55367fa,hii how are u today? :) hey how are you cutie? im a cutie whos looking for fun i have a tight ass come to my twitt page
non-predator,8e497625ce15640f5471680b78e8f96a,planet: Ian Devlin: Finding your position with Geolocation <http://feedproxy.google.com/~r/html5doctor/~3/NeqJ5RYuVXw/> bugmail: [Bug 12734] Clarify what types of changes can be made outside the decision process <http://lists.w3.org/Archives/Public/public-html-bugzilla/2011Jun/0488.html>
non-predator,2805fa1f52c06d06ee1b2307704477c7,"hi is there a real easy way to get ""GetElementByClass"" to work? that would have to be Elements anyway right now i've got this: function tog(id) {var a=document.getElementById(id); a.style.display=(a.style.display!='none'?'none':'')} k4st, thanks a lot i have it finally working :D but i want to use classes, instead of ids javascript doesn't have classes :( it has objects :P bcerhart: what are you specifically trying to do ? i use that function for expand and collapse on my page and i want to put the classes in my stylesheet, because the ids don't work there for some reason well so, put them then :) where are you stalled? also, could i bundle this together: <a href=""#"" onclick=""tog('less'); tog('more'); tog('show')""> to <a href=""#"" onclick=""tog('less','more','show')"">? i'm stalled at the ids won't work in the stylesheet brb . I don't follow :( you could just pass this to tog and not worry about ids or classes"
non-predator,cabc145f39de79d92e35d71597521eb9,"69b0d3dfe919a6b860a9fac82de52a7e, I just noticed HTML4 uses bee-keeping in an example here (never noticed that before): http://www.w3.org/TR/html4/struct/global.html#edef-TITLE 73eaf221abca1b8244e34b0b9e76ac46: ASCII whining fixed. thanks. 69b0d3dfe919a6b860a9fac82de52a7e: </p> whining on </dd> fixed. thanks b8810fee2f4a71f849f3f7409546d1d9, is there some Web SVN view on Validator.nu progress? edb259c0e0038f38bb200bc20c8cbf7e: there isn't cuts source location comparisons when validating cnn.com by 87% by replacing TreeSet with appropriately head and tail biased linked list-backed SortedSet implmentations it was rather surpising that location comparisons for Show Source were a hot spot edb259c0e0038f38bb200bc20c8cbf7e, 69b0d3dfe919a6b860a9fac82de52a7e: ping can now write data to files with an entirely lovely combination of RandomAccessFile and ByteArrayOutputStream and DeflaterOutputStream and cPickle (It makes me feel a bit dirty :-( ) b8810fee2f4a71f849f3f7409546d1d9: do you have a regression testing system for v.nu? 42e76c77af424a4350ab0e3e3f6f2ce9: yeah that's where it comes from c480405f460f7a61964569640a6cd059: pong, but about to go offline for a bit 69b0d3dfe919a6b860a9fac82de52a7e, word on the street is that HTML5 says that myHTMLNode.localName should return lower case? 69b0d3dfe919a6b860a9fac82de52a7e, you sure that's not going to break stuff given that gecko has returned upper case for ages? 69b0d3dfe919a6b860a9fac82de52a7e, or rather, what do you have to indicate that that won't break stuff :) webkit returns lowercase and i got several requests to keep at least one thing consistent between XHTML and HTML so it seemed like the least dangerous choice least dangerous why? it does seem like the most desireable for sure, not sure about least dangerous well tagName seemed like a big danger in comparison, e.g. and localName is relatively new compared to the others i'm not saying _not_ dangerous just _least_ dangerous i really have to go now send mail if you want to follow up or wait a few hours :-) ok c480405f460f7a61964569640a6cd059: hey 73eaf221abca1b8244e34b0b9e76ac46, yo c480405f460f7a61964569640a6cd059: i'm working on fixing dom core - http://simon.html5.org/specs/web-dom-core c480405f460f7a61964569640a6cd059: i'm considering dropping error checking altogether, do you think that would be feasible? 73eaf221abca1b8244e34b0b9e76ac46, what is that spec, i've never seen it before 73eaf221abca1b8244e34b0b9e76ac46, it seems to have a lot of missing parts 73eaf221abca1b8244e34b0b9e76ac46, and specifically which error checking do you want to drop? the nodename ones? c480405f460f7a61964569640a6cd059: i started to work on it last week c480405f460f7a61964569640a6cd059: the checking against XML and XMLNS productions 73eaf221abca1b8244e34b0b9e76ac46, how do you mean? e.g. createElementNS throws if you pass in something that's not a QName 73eaf221abca1b8244e34b0b9e76ac46, ok 73eaf221abca1b8244e34b0b9e76ac46, is that something that we really don't want to enforce? 73eaf221abca1b8244e34b0b9e76ac46, we've enforced that in gecko for a while and I don't think i've seen any bugs about it c480405f460f7a61964569640a6cd059: thing is that it's not enforced, you can still get elements that aren't QName by adopting elements from other documents c480405f460f7a61964569640a6cd059: and the checking is arbitrary, everything isn't checked and some things are checked but not against what xml says but something different 73eaf221abca1b8244e34b0b9e76ac46, hmm.. 73eaf221abca1b8244e34b0b9e76ac46, i guess the html parser can produce a somewhat larger set of node names 73eaf221abca1b8244e34b0b9e76ac46, still has some restrictions though c480405f460f7a61964569640a6cd059: indeed 73eaf221abca1b8244e34b0b9e76ac46, the two things that i remember specifically not wanting to allow was null characters and spaces in node names c480405f460f7a61964569640a6cd059: i'd be fine with checking for things that the html parser can't produce c480405f460f7a61964569640a6cd059: but right now it's just arbitrary and useless imho 73eaf221abca1b8244e34b0b9e76ac46, i'd be fine with loosening things a little, but i don't think i want to get too crazy 73eaf221abca1b8244e34b0b9e76ac46, i don't see much value in allowing too crazy node names c480405f460f7a61964569640a6cd059: ok 73eaf221abca1b8244e34b0b9e76ac46, but in general allowing the DOM and the parser to create the same set of names makes sense to me c480405f460f7a61964569640a6cd059: ok. thanks c480405f460f7a61964569640a6cd059: another thing, gecko in quirks mode allows createElement('<div>'), but opera and webkit don't c480405f460f7a61964569640a6cd059: is that something that could be changed in gecko? 73eaf221abca1b8244e34b0b9e76ac46, yeah, that originally came from some internal sites at IBM 73eaf221abca1b8244e34b0b9e76ac46, hard to say, i'm sure sites will break if we remove it 73eaf221abca1b8244e34b0b9e76ac46, the syntax originally comes from IE which allows you to do stuff like createElement('<div foo=bar>') 73eaf221abca1b8244e34b0b9e76ac46, but we didn't want to go that far 73eaf221abca1b8244e34b0b9e76ac46, i think we added support for this pretty recently, around 4 years ago or so c480405f460f7a61964569640a6cd059: hmm. i see we have at least one bug on createElement('<p>') http://www.voetaf.com.br/ or it does document.createElement(""<OPTION>""); i don't want to have createElement be different in quirks mode though c480405f460f7a61964569640a6cd059: do you consider '1' to be a crazy element name? 73eaf221abca1b8244e34b0b9e76ac46, well, i think the discussion should be had in a broader audience. But from a security point of view that is fine with me c480405f460f7a61964569640a6cd059: ok 73eaf221abca1b8244e34b0b9e76ac46, possibly we could allow crazier names for HTML nodes than for non-HTML nodes clearly some characters shouldn't be allowed in tag names e.g. ' ' or '>' so if we're going to have to do checks anyway it seems like we might as well do more IE allows ' ' and '>' as tag name is generally reluctant to change the spec given how much effort has gone into following the spec and testing it in the first place i wonder where dom core discussion should take place 73eaf221abca1b8244e34b0b9e76ac46: I have a system waiting without the tests, because I haven't yet seen 69b0d3dfe919a6b860a9fac82de52a7e say that the spec is stable enough for a lot of test to be written 73eaf221abca1b8244e34b0b9e76ac46: I suppose i should start writing tests regardless b8810fee2f4a71f849f3f7409546d1d9: you could write tests as you fix bugs b8810fee2f4a71f849f3f7409546d1d9: how does the system work? if i want to contribute with tests The system requires each test to live on an HTTP server somewhere then the tester front end is asked to dump JSON for that URL this JSON can the be edited to make the permitted error locations more wide then the JSON reference dump is committed to a big JSON file using the front end tool the front end can then run all the tests in the big file or be asked to run individual tests also, there's a testing system for the tokenizer (html5lib) and thee builder (html5lib) but the bugs you found recently where ouside the tokenizer in the IO layer I'm not at my develoment machine ATM I can write docs for this tomorrow b8810fee2f4a71f849f3f7409546d1d9: so how would a test for the ascii bug look like? 73eaf221abca1b8244e34b0b9e76ac46: <!DOCTYPE html><title>?§</title> served without charset on the HTTP layer b8810fee2f4a71f849f3f7409546d1d9: doesn't it need to say somehow what is expeced? 73eaf221abca1b8244e34b0b9e76ac46: yeah, but I can't autogenerate the reference JSOn from this computer b8810fee2f4a71f849f3f7409546d1d9: ah ok but it's basically the out=json format I see JF still thinks that any decision made at any point equals attaching semantic meaning a924fb58d2c25874322f4e5126f608b9, that line of reasoning is just stretching the truth in order to fit his preconceived notions How would he handle an image that was selected at random, like 69b0d3dfe919a6b860a9fac82de52a7e's front page image? now he's going for the whole ""choice"" argument, saying we should include it simply because it provides another choice why do you people even listen to the guy c480405f460f7a61964569640a6cd059, pong he's obviously either a crackpot or a troll 69b0d3dfe919a6b860a9fac82de52a7e, we don't, he's just funny well, his arguments are starts his stopwatch to see how long it takes for someone to complain to public-html about his inappropriate behaviour 69b0d3dfe919a6b860a9fac82de52a7e: I do it to atone for my otherwise merciless commentary I wonder if he has ever heard of the paradox of choice? Or used a Mac I bet he's a big fan of linux on the desktop ;) is a big fan of gnome-on-linux-on-the-desktop :) c480405f460f7a61964569640a6cd059, I guess you settled it with 69b0d3dfe919a6b860a9fac82de52a7e wonders who those anonymous people are who are spamming Chrome accessibility links on his blog"
non-predator,11d8155e5107a4ad76e28935d96f4859,"ddraw compile problem was fixed revision ago tx but bootcd breakage doesn't sound good bootcd works for everyone oh really? do you see anyone else having problems? it's been two weeks you keep saying it's broken lol I see noone cares lol :-) Alex_Ionescu : it was some more compain it did not work I keep fixing the stuff u ask but now u havent even told me what ur new problem is no, it's broken differently now Does anyone know where I can find the old SWSHADER files? SwShader no longer lives at sourceforge. Surely SOMEBODY has kept the old GPL sources someplace. heh old.swshader.net.org.sex.com.scsi.ru it's broken in such a way that bootcd crashed vmware right after starting to boot Encoded, you really suck, you know that? :( I tried to install bootcd r23251 and that didn't work. Ok, the installation went fine but it hangs after reboot. Alex_Ionescu Assertion '!(((ULONG_PTR)Object) & MAX_FAST_REFS)' failed at ntoskrnl\ob\obref.c line 206 that's where it fails for me it's rrrright after booting started this is the prev. line: Used memory 196608Kb Fireball, line 153 is also buggy ;) should be !(Value & MAX_FAST_REFS)? Ahh.. Found it. :P I am grabbing it now. I will then set about altering it to work in 24bit mode. w3seek: How are the summer of code projects you are mentoring doing ? w3seek: u should backup your arguments before saying stuff is buggy.. Alex_Ionescu, bitwise arithmetics and boolean expressions don't look like they match in this specific line if (!Value & MAX_FAST_REFS) break; ? DrFred, well the winlogon guy is now disqualified, he hasn't delivered any work so far and not really responded to any requests. the clipboard guy is making *slow* progress but he's done a bit of coding so far, but I'm not satisfied due to lack of feedback and poor results Alex_Ionescu, yes => if (!(Value & MAX_FAST_REFS)) break; ? yes that looks much better and does what I think you want it to do ;0 weird, my msvc testing didn't catch that but i can guess why w3seek: what a pity current build crashes after 2nd stage setup lol the compiler is free to mask only 0 or 1, or if optimized use the actual value (that's probably why your tests didn't catch that) lol its so useful to join the channel and say something crashes and loling i know lol I fucked PhonicUK's mom lol w3seek: anything else u see? u said ""also"" no, i just scrolled down and noticed it ah okay... ""also"" was referring to Fireball's problem fixing this line doesn't fix my problem btw ;( under vpc2004 during 2nd stage setup just after registering dlls, ntoskrnl throws a kmode exception not found seems to be a GDI thing... Alex_Ionescu, how is Air Canada? Can you recommend them or should I rather consider united, aa, delta, ...? w3seek: where are you flying to? PhonicUK: CoordtoLp or somethign? just don't take a heavy used A310 CoordLPtoDP frame i got are... KiTrapHandler NtContinue@8 yeah FPU bug CoordLPtoDp IntLPtoDP been on my todo for ages. IntGdiLineTo you can stop pasting now kk lol you could just said ""Yes"" when i asked i didnt read that till a sec after soz Alex_Ionescu, SLC, don't have specific plans but they seem to have slightly better offers often this jus VPC specific then? w3seek: what's SLC? salt lake city/ yeah waht for vacation? lol lol weird city to vacationate in :P use hotwire.com and just get the chepeast flight aircan is usually pricy w3seek: hey how come u never come to montrela well I rather pay a bit more if I know the service is a lot better w3seek: it's not BrandonTurner, hey Alex_Ionescu, if you pay me the flight, I will lol w3seek: did you happen to look over my last commit? I wanted you to look it over before i commited it but i wasnt sure if you were still coming around in here. BrandonTurner, which commit was that? Sorry, I've been so busy with work for university"
non-predator,313797fb36772d5bf16509f13131c1bb,"<a href=""http://www.jpg.com"""">http://www.jpg.com""</a>)"
non-predator,0ea3137e442ad3d8990b46ead3de19d5,"guys .. did they release yet Solaris Express build 47 ISO image ? nope :/ <a href=""http://www.opensolaris.org/os/downloads/on/"">http://www.opensolaris.org/os/downloads/on/</a> <a href=""http://javashoplm.sun.com/ECom/docs/Welcome.jsp?StoreId=7&PartDetailId=Sol-Express_b46-DVD-x86-SP-G-B&TransactionId=try"">http://javashoplm.sun.com/ECom/docs/Welcome.jsp?StoreId=7&PartDetailId=Sol-Express_b46-DVD-x86-SP-G-B&TransactionId=try</a> still 46"
non-predator,573b03b17e0bea36aa1e578b37e6b25b,"Hixie: can we introduce a websocket-version header, as chrome implements draft75, yet chromium implements draft76+ ad7340c0d2664b131f969961d78c86b2: versioning means you either are lying or end up with multiple implementations/forks within an implementation, which seems bad. I'd rather just people didn't rely upon a non-final protocol that much :P"
non-predator,71315353aace1b2522a0b864ee14e0fa,"Kenman, it's one of them. You can also do WMI; depends what you're doing urban, yes? ADSI is really just a set of object references in vbscript ok, thanks quux, I've used both but it's been several years...before 2k3 server....wasn't sure if they were still used can i just do a dd=/dev/cdrom winme.iso then set sbm to point at the iso on the fat32 partition urban, i dont think so urban, you dont have cd drive on target computer, or why are you trying this? well speed things up i gotta go to work soon :P sbm is able to boot real CD from real CD drive, it does not understand images on disk ok cool enough , just exploring options urban: speed what up? You still haven't said what you are actually trying to do ... well seeing as i need a boot disc to install windows well lets see you can copy installation files to disk, and try to run it from there boot disc + install , boot disc + install , gee i dunno what im doing :) pihhan, nah ill just use the cd buddy :) i appreciate your assistance urban, I answered that a half hour ago. But you decided I was a moron, so, good luck :) just stating the obvious quux, pihhan will be able to teach you lots :) Actually, you are about to discover that the ME cd isn't bootable. Actually i knew that , thats why im asking for a boot disc lool :| nice comeback I give up. who can ever made install disk without booting manager? bootable cds ? that didnt start till 97' well and me is released when? dunno :| what about millenium? ;-) ;) touche` nice touch , but why its not bootable i have no idea bad os welcome to WinME lol enjoy your stay in hell never had windows ME CD in hand, sorry i did not know :) quux, so in managing your domains, do you use the GUI mostly or do you script most of your tasks? depends on the task :D i have my msdos discs as well :D Basically if it needs to be repeated often, I'll write a script. If it's a one off thing, I'll do whatver is easiest quux, domain users displayed in simplified users management from control panels are only because they are members of local groups? pihhan, correct if you take away the domain controller and look at the list again, often you will see only the SID well problem is i changed pdc software, and domain sid changed after that, there are problems everywhere Ah. No way to reclaim the old domain SID (unless Samba allows that somehow) samba allows it of course so basically all you can do is remove the old accounts from localgroups and add the new ones but only 3.0 and higher, which is there now :( allows you to manually determine the SID your domain will have? well that i did of course :) we are at linux, configuration options never ends :) sometimes :) i am missing verbose logs on windows workstations :D server logs are not enough :) never are :| and you dont get groovy log.rotate options as they are telling authentication sucessful, and windws does reject me .. :) heh I know samba has a getsid thing, but where do you *set* it? ever try ntp quux, yes and if you have ldap i heard it was nice , my syntax might be wrong , i have never used it personally you can change nearly whatever you want for example machine trust password :) lightweight directory access protocol but the question is specific. Where exactly do you set that? but you have to know what is windows using, and that is i am not so skilled net setlocalsid if i remember right urban, ldap, yeah, cool thing if it works and you have good tools urban, it dont work well to me though :( yeah , its touchy , doesnt like mysql mod_auth either :| should be domain sid same as domain master pdc, right? pihhan, yes. FOr an nt4 style domain, all DC's share the same domain SID urban, well, ldap is in apache2 common package present, played with some days ago if you change the dc SID, I imagine you might have to do some sort of 'change sids for all user accounts and groups' command as well pihhan, try making your ftp use hyperlinks with multiple users , with the mysql auth and not get a headache quux, well, dont you know how to make tool or script to add acls to users profile directory and to its registry? know how, yes. have done, no so, how to make it? subinacl would be the tool, since it can do registry permissions as well i were looking for windows api to make something in c++, but its soo strange and that :) really? yeah :D have to try it :) it has pretty involved syntax, but it can do the deed is it on winxp support tools? Not sure. either there or one of the resource kits. I have this one big directory I dump all my cli tools into; I forget where each of them originally came from :) started something like that already too well, to test windowz i have to reboot see ya :)"
non-predator,26dab6a9c4c341774b9bb2633bc61e41,"Hi to everione... Dr.DT St.B tonight? :) The software isn't done, but if you get the inet thing up, it could be ok. Damnit, DrDT. How can you join and go insta-idle. EO_: skills EO_: public IP should be 24.77.182.151 hi i have a wireless network that consists of 2 wireless range expanders and 1 wireless router. they are all on the same SSID and settings so they amplify the signal. however within this network i still want to connect to 1 device only. every program out there that i've tried seems to switch to whatever device gives the strongest signal, but i just want a program where i can select 1 and it stays on that 1. does anyone know such a prog? :D :~( noone knows? hmm more like everyone knows to many amps SuD or to much coffee i don't do drugs much, only a few cigarettes and drinks on weekends... coffee is like hard drug for me lol @ SuD I just dont drink it i just drank a coffee cup in 2 seconds i feel like i can conquer the world! Hi, I have to make an embedded captive portal access point for a public environment. I'm not interested about billing, but I' have to log everything... Anyone can tell me a solutions? I'm oriented about wrap pc engine... you could use a transparent web-proxy, but what to do with non http traffic? i also recommend to use ""host isolation"" option if ap has it What do you think about chillispot and embedded debian solution? Also with a radius server...? my hotspot experience is limited to mikrotik, which unfortunately is propietary I see... And with microtik, what about...? I'm studying about; I'm not locked on a particular platform... i have not tested public access hotspots either... i'm not sure how to do it you could have a simple welcome page, with a shared username/password for everyone, and you could log every new tcp/udp connection or something you can do that using software libre imho my target is to have more user, one account for one user. because the italian law about anti terrorism want this. And I also have to log when user log in and out. And also the ""transparent proxy"" log, for the visited domain... heh, but in a public access hotspot users can instant create their accounts for free, dont they? Sure, for free.... the thing is that you cannot use webproxy for non standard ports, including anonymous proxies, etc That's the idea: I have a friend with a snack bar. He wants to share the internet connection with the bar customer.... block all outgoign traffic and force the use of the proxy but that makes kind of a useless connection the problem is https may not work then you can proxy https you can block all traffic until you log in, then open it but somehow log every new tcp/udp connection Ok, that's right... But how can I do this...? There's a template or any howto over there...? i don't know sigh.. Thanks people... I will return to googling the internet searching about.... Thanks."
non-predator,e051fa530b19ff302cb0ceaa47c34f19,planet: HTML5 Style Examples In the Wild? <http://stackoverflow.com/questions/1845673/html5-style-examples-in-the-wild>
non-predator,94f64528adf34c38edf5bd9468db77fa,excuses himself; his presence no longer seems to be needed
non-predator,2f0910aec8752d6451b3c9492ff9a954,this week's telcon is actually 0:00-1:30Z on Friday (18:00-19:30 US/Central) DanC 01:00-2:30am CET
non-predator,b4629d10f2e544f1eb1fa56c5d6b0c29,"Hello Heyy how are you ? Im14 f usa I am good you? just great, u also one of those ppl who bugs others on this for asl? Nope m'kay cuz that pisses me off been encountering 2much ppl who bugg me for that -- I don't like it when people ask me for mine so I just say it first So they don't ask mkay but enough of those ppl so whats up? Not much you? btw since u just said ur asl u have to know myn? You don't have to give it I won't be mad meh doesent bother im a dude 14y 21 days till i turn 15 frome Europe Cool what part of america are you? So what are you doing on omegle? Oregon i could ask you the same ;) Im bored and I want to have fun conversations Not like asking for sex though dident think like that Ok so what do you want to talk about u ever been on chatroulette? like wtf al those sick fat fucks pouding there shrimp doesent matter to me what kinda music u listen to? Black eyed peas Justin beiber Jon Peter lewis I got to go good by"
non-predator,133109b59b65c7c465f42da6611b8872,"m20 here,, hi,,,,,,,,r u indian girl? hi there. no find indian girl?"
